1	0.2	0.4	0.01	0	Time	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	Tot.Dens	Tot.Num	Richness	H	Rich>0.001	H>0.001	Biomass	Avg.Bio
1	0.2	0.4	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0	0	-0	0	-nan
1	0.2	0.4	0.01	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225	2.5e-05	0	0	0	0	0	0	0	0	0	0	0	7.5e-05	0.0001	0	0.000175	0	2.5e-05	0	2.5e-05	0.0001	0.000225	0.000125	0.00015	0.0001	0.000225	0.0001	5e-05	0.0003	2.5e-05	7.5e-05	0.00015	0.00015	0.0003	0.000325	0.000725	0.000675	0.00095	0.000725	0.001625	0.0017	0.002275	0.002975	0.00795	0.02265	906	31	2.36235	5	1.39572	0	0
1	0.2	0.4	0.01	0	10	0	0	0	0	0	0	0	0	0	0	0	0	7.5e-05	0	0	0	0	0	2.5e-05	0.00345	0.00065	0	2.5e-05	0	5e-05	0	0	7.5e-05	0	0	2.5e-05	0	0.00365	0.0027	0.000325	0.002025	0.000325	0.002075	0.0004	0.0004	0.0046	0.00545	0.00355	0.0055	0.00065	0.00975	0.0057	0.0044	0.012925	0.00355	0.002325	0.009925	0.0088	0.01155	0.0179	0.025925	0.043975	0.0304	0.03875	0.05595	0.0825	0.114075	0.13355	0.352025	1	40000	40	2.32215	28	2.30236	0	0
1	0.2	0.4	0.01	0	20	0	0	0	0	0	0	0	0	0	0	0	0	5e-05	0	2.5e-05	0	0	0	0	0.0032	0.0014	0	0	0	7.5e-05	0	2.5e-05	0.000225	0	0	0	0	0.00305	0.002775	0.000325	0.0012	0.00015	0.002025	0.000175	0.000325	0.00485	0.0051	0.003525	0.004925	0.00045	0.00925	0.005175	0.00475	0.012	0.0031	0.0033	0.008525	0.0078	0.01075	0.01685	0.029275	0.04345	0.0331	0.036525	0.055025	0.0779	0.11405	0.135125	0.360175	1	40000	39	2.29564	29	2.28283	0	0
1	0.2	0.4	0.01	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-05	0	0	0	0.0031	0.000825	2.5e-05	7.5e-05	0	0.000125	2.5e-05	5e-05	0.0002	2.5e-05	0	0	0	0.003475	0.002775	0.000525	0.001425	0.000175	0.001725	0.000175	0.000675	0.00475	0.005025	0.0033	0.005075	0.0006	0.0074	0.00475	0.00385	0.01225	0.00345	0.00305	0.007625	0.008425	0.0099	0.016575	0.026625	0.039475	0.034975	0.03385	0.05475	0.076325	0.111975	0.135375	0.375175	1	40000	42	2.25992	28	2.23676	0	0
1	0.2	0.4	0.01	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00375	0.00085	0	5e-05	0	0.0002	5e-05	0.0001	0.000225	7.5e-05	0.000125	0	0	0.00275	0.00265	0.000425	0.0016	7.5e-05	0.001875	0.000175	0.0011	0.005775	0.004075	0.002925	0.0045	0.000825	0.00725	0.0047	0.004325	0.01185	0.003325	0.0023	0.007925	0.0081	0.01035	0.01685	0.025475	0.0402	0.0353	0.032625	0.0547	0.073025	0.1164	0.1353	0.375825	1	40000	41	2.2554	29	2.2346	0	0
1	0.2	0.4	0.01	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003375	0.000575	0.0001	0.000175	0	0.0002	0.000125	0.000175	2.5e-05	2.5e-05	0.000125	0	0	0.00215	0.002225	0.0004	0.002025	2.5e-05	0.002775	0.000175	0.001125	0.005975	0.004775	0.00275	0.004425	0.00015	0.0073	0.005125	0.00525	0.0086	0.002425	0.00295	0.0102	0.009	0.008825	0.017625	0.0247	0.0392	0.0345	0.0347	0.056775	0.071025	0.113225	0.1327	0.382	1	40000	42	2.24723	29	2.23108	0	0
1	0.2	0.4	0.01	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003775	0.000825	0	0.00025	0	0.0002	0.00015	0.00025	0	2.5e-05	0.00015	0	0	0.00155	0.00205	0.0005	0.001575	0	0.00305	0.00015	0.000975	0.0061	0.005	0.0034	0.00325	7.5e-05	0.006375	0.005825	0.0051	0.007275	0.00265	0.00255	0.01205	0.00855	0.009025	0.01695	0.024775	0.0389	0.035175	0.03775	0.05825	0.07075	0.109125	0.136525	0.3791	1	40000	39	2.24947	28	2.22662	0	0
1	0.2	0.4	0.01	0	70	0	0	0	0	0	0	0	0	0	0	0	0	2.5e-05	0	0	0	0	0	2.5e-05	0.003325	0.00115	0	0.0002	0	0.0002	0.0003	0.000275	0	0	0.00025	0	0	0.00145	0.0026	0.0006	0.001	0	0.0026	0.0001	0.00085	0.0066	0.005475	0.002875	0.003125	0	0.007425	0.005675	0.004975	0.00655	0.003125	0.002525	0.010975	0.0095	0.009075	0.0164	0.02555	0.0372	0.03405	0.03815	0.05915	0.06835	0.111375	0.138975	0.37795	1	40000	39	2.24765	28	2.22335	0	0
